cds_code,nces_id,name,district,county,county_code,street,city,zip,phone,website,latitude,longitude,grade_low,grade_high,grade_span_raw,grade_source,level,is_charter,is_magnet,is_multilingual,is_year_round,virtual_code,is_virtual,school_type_label,is_selectable,sector,status,principal,last_updated,slug
07616556070981,060591000536,Garin Elementary,Brentwood Union,Contra Costa,07,250 First Street,Brentwood,94513-1610,(925) 513-6370,www.brentwood.k12.ca.us,37.927778,-121.69031,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Allison Martin,05/23/2025,garin-elementary-brentwood
07616550142331,060591014688,Isaac R. Montañez Elementary,Brentwood Union,Contra Costa,07,2340 Smith Road,Brentwood,94513-5419,(925) 513-6100,www.brentwood.k12.ca.us,37.958998,-121.71137,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Abbey Wheeler,10/03/2025,isaac-r-montanez-elementary-brentwood
07616556117410,060591008455,Loma Vista Elementary,Brentwood Union,Contra Costa,07,2110 San Jose Avenue,Brentwood,94513-5930,(925) 513-6390,www.brentwood.k12.ca.us,37.939885,-121.73572,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Julie Croy,05/23/2025,loma-vista-elementary-brentwood
07616550108019,060591010754,Marsh Creek Elementary,Brentwood Union,Contra Costa,07,601 Grant Street,Brentwood,94513-2259,(925) 513-6420,www.brentwood.k12.ca.us,37.953946,-121.70729,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Teresa D'Alfonsi,05/23/2025,marsh-creek-elementary-brentwood
07616550127464,060591013420,Mary Casey Black Elementary,Brentwood Union,Contra Costa,07,480 Farmington Drive,Brentwood,94513-5548,(925) 513-6430,www.brentwood.k12.ca.us,37.948437,-121.68767,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Maria Gonzalez,05/23/2025,mary-casey-black-elementary-brentwood
07616550102376,060591010753,Pioneer Elementary,Brentwood Union,Contra Costa,07,2010 Shady Willow Lane,Brentwood,94513-5309,(925) 513-6410,www.brentwood.k12.ca.us,37.955203,-121.73692,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Samir Noor,07/02/2026,pioneer-elementary-brentwood
07616556119754,060591010474,R. Paul Krey Elementary,Brentwood Union,Contra Costa,07,190 Crawford Drive,Brentwood,94513-5628,(925) 513-6400,www.brentwood.k12.ca.us,37.918568,-121.73836,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Brian Jones,05/23/2025,r-paul-krey-elementary-brentwood
07616556109730,060591010194,Ron Nunn Elementary,Brentwood Union,Contra Costa,07,1755 Central Boulevard,Brentwood,94513-1734,(925) 513-6380,www.brentwood.k12.ca.us,37.929519,-121.72943,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Nick Casey,05/23/2025,ron-nunn-elementary-brentwood
07616556112718,060591004444,William B. Bristow Middle,Brentwood Union,Contra Costa,07,855 Minnesota Avenue,Brentwood,94513-1802,(925) 513-6460,www.brentwood.k12.ca.us,37.937604,-121.71454,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Anna Perales,05/23/2025,william-b-bristow-middle-brentwood
07616630139667,060675014447,Byron Institute for Independent Study,Byron Union Elementary,Contra Costa,07,40 Newbury Lane,Discovery Bay,94505-1828,(925) 809-7550,www.byronunionschooldistrict.us/,37.90848,-121.6193,1.0,8.0,1-8,GSserved,k8,False,False,False,False,V,True,Alternative School of Choice,True,public,Active,Kyle Anderson,08/18/2025,byron-institute-for-independent-study-discovery-bay
07616636101943,060675007653,Discovery Bay Elementary,Byron Union Elementary,Contra Costa,07,1700 Willow Lake Road,Discovery Bay,94505-9375,(925) 809-7540,www.discoverybayelementary.us,37.900961,-121.59667,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Creston Higgins,08/18/2025,discovery-bay-elementary-discovery-bay
07616636003669,060675000595,Excelsior Middle,Byron Union Elementary,Contra Costa,07,14301 Byron Highway,Byron,94514-2515,(925) 809-7530,www.excelsiormiddleschool.us,37.878893,-121.64149,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Kenneth Hickok,08/18/2025,excelsior-middle-byron
07616636119838,060675010475,Timber Point Elementary,Byron Union Elementary,Contra Costa,07,40 Newbury Lane,Discovery Bay,94505-1828,(925) 809-7550,www.timberpointelementary.us,37.908861,-121.61919,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Kyle Anderson,08/18/2025,timber-point-elementary-discovery-bay
07616630130930,060675013821,Vista Oaks Charter,Byron Union Elementary,Contra Costa,07,"315 South Lower Sacramento, Suite A",Lodi,95242-3322,(209) 365-4060,www.vistaoaks.net,38.129698,-121.30658,0.0,12.0,K-12,GSserved,k12,True,False,False,False,C,False,K-12 School (Public),True,public,Active,Joy Groen,02/09/2023,vista-oaks-charter-lodi
07616716003677,060735000680,Canyon Elementary,Canyon Elementary,Contra Costa,07,187 Pinehurst Road PO Box 187,Canyon,94516-0187,(925) 376-4671,www.canyon.k12.ca.us,37.830427,-122.16623,0.0,8.0,K-8,GSserved,k8,False,False,False,False,N,False,Elementary School in 1 School District (Public),True,public,Active,Julie Valdez,07/24/2025,canyon-elementary-canyon
07100740107342,069100510750,CCCOE Special Education Programs,Contra Costa County Office of Education,Contra Costa,07,4207 Delta Fair Boulevard,Antioch,94509-3944,(925) 777-2000,www.cocoschools.org,38.003797,-121.85055,0.0,12.0,K-12,GSserved,k12,False,False,False,False,N,False,Special Education School (Public),False,public,Active,Randy Linscheid,08/18/2025,cccoe-special-education-programs-antioch
07100740129528,069100513746,Caliber: Beta Academy,Contra Costa County Office of Education,Contra Costa,07,2465 Dolan Way,San Pablo,94804-1668,(510) 685-9886,www.caliberbetaacademy.org,37.993998,-122.32053,0.0,8.0,K-8,GSserved,k8,True,False,False,False,N,False,Elementary School (Public),True,public,Active,Aleehsa Spurr,07/13/2026,caliber-beta-academy-san-pablo
07100746077168,069100509217,Floyd I. Marchus,Contra Costa County Office of Education,Contra Costa,07,2900 Avon Avenue,Concord,94520-5404,(925) 602-3421,www.cccoe.k12.ca.us/marchus,37.995708,-122.04719,3.0,12.0,3-12,GSserved,middle_high,False,False,False,False,N,False,Special Education School (Public),False,public,Active,Stephanie Richands,06/08/2026,floyd-i-marchus-concord
07100740730614,069100510472,Golden Gate Community,Contra Costa County Office of Education,Contra Costa,07,1111 Stoneman Avenue,Pittsburg,94565-5466,(925) 427-3199,https://www.cccoe.k12.ca.us/cms/one.aspx?portalid=1077397&pageid=2978892,38.003885,-121.87747,6.0,12.0,6-12,GSserved,middle_high,True,False,False,False,N,False,County Community,False,public,Active,Ricky Mendoza,07/18/2023,golden-gate-community-pittsburg
07100740137026,069100514304,Invictus Academy of Richmond,Contra Costa County Office of Education,Contra Costa,07,7150 Portola Drive,El Cerrito,94530,(510) 994-0888,www.invictusofrichmond.org,37.915093,-122.30208,7.0,12.0,7-12,GSserved,middle_high,True,False,False,False,N,False,High School (Public),False,public,Active,Shawn Benjamin,07/19/2023,invictus-academy-of-richmond-el-cerrito
07100740114470,069100512043,Making Waves Academy,Contra Costa County Office of Education,Contra Costa,07,4123 Lakeside Drive,Richmond,94806-1942,(510) 262-1511,www.makingwavesacademy.org,37.988463,-122.33185,5.0,12.0,5-12,GSserved,middle_high,True,False,False,True,N,False,K-12 School (Public),True,public,Active,Alton Nelson,05/23/2025,making-waves-academy-richmond
07100740120444,069100512486,Mt. McKinley,Contra Costa County Office of Education,Contra Costa,07,202 Glacier Drive,Martinez,94553,(925) 957-2767,https://www.cccoe.k12.ca.us/cms/one.aspx?portalid=1077397&pageid=2978896,37.988924,-122.08743,7.0,12.0,7-12,GSserved,middle_high,False,False,False,True,N,False,Juvenile Court School,False,public,Active,Brian Murtagh,02/09/2023,mt-mckinley-martinez
07100740126805,069100513164,Richmond Charter Academy,Contra Costa County Office of Education,Contra Costa,07,1450 Marina Way South,Richmond,94804-1718,(510) 235-2465,www.amethodschools.org,37.911383,-122.35594,6.0,8.0,6-8,GSserved,middle,True,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Adrienne Barnes,07/30/2025,richmond-charter-academy-richmond
07100740129684,069100513776,Summit Public School K2,Contra Costa County Office of Education,Contra Costa,07,1800 Elm Street,El Cerrito,94530-1925,(510) 374-4093,http://k2.summitps.org,37.925768,-122.31341,7.0,12.0,7-12,GSserved,middle_high,True,False,False,False,N,False,High School (Public),False,public,Active,Ruth Mathis Bissell,07/13/2026,summit-public-school-k2-el-cerrito
07616976003685,061899002299,Carquinez Middle,John Swett Unified,Contra Costa,07,1099 Pomona Street,Crockett,94525-1427,(510) 787-1081,www.jsusd.org,38.052377,-122.22224,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Lori Amberson,09/10/2024,carquinez-middle-crockett
07616976003701,061899002301,Rodeo Hills Elementary,John Swett Unified,Contra Costa,07,545 Garretson Street,Rodeo,94572-1418,(510) 799-4431,www.jsusd.org,38.029908,-122.26963,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Tricia Isayi,02/09/2023,rodeo-hills-elementary-rodeo
07617056003719,062004002397,Knightsen Elementary,Knightsen Elementary,Contra Costa,07,1923 Delta Road,Knightsen,94548-0265,(925) 625-0073,www.knightsen.k12.ca.us/o/kes,37.968769,-121.66169,0.0,8.0,K-8,GSserved,k8,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Jessica Erickson,08/18/2026,knightsen-elementary-knightsen
07617050133769,062004014006,Old River Elementary,Knightsen Elementary,Contra Costa,07,30 Learning Lane,Brentwood,94513-5214,(925) 626-3330,www.knightsen.k12.ca.us/o/ore,37.935671,-121.6205,0.0,8.0,K-8,GSserved,k8,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Rachel Fogleman,08/18/2026,old-river-elementary-brentwood
07617136003727,062031002446,Burton Valley Elementary,Lafayette Elementary,Contra Costa,07,561 Merriewood Drive,Lafayette,94549-5507,(925) 927-3550,http://bve.lafsd.org,37.863434,-122.09233,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Meredith Dolley,12/12/2024,burton-valley-elementary-lafayette
07617136003743,062031002447,Happy Valley Elementary,Lafayette Elementary,Contra Costa,07,3855 Happy Valley Road,Lafayette,94549-2406,(925) 927-3560,http://hve.lafsd.org,37.90513,-122.14166,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Shayna Peeff,11/02/2023,happy-valley-elementary-lafayette
07617136003750,062031002448,Lafayette Elementary,Lafayette Elementary,Contra Costa,07,950 Moraga Road,Lafayette,94549-4525,(925) 927-3570,http://les.lafsd.org,37.888756,-122.11825,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Melissa Barclay,11/02/2023,lafayette-elementary-lafayette
07617136003768,062031002449,M. H. Stanley Middle,Lafayette Elementary,Contra Costa,07,3455 School Street,Lafayette,94549-4573,(925) 927-3530,http://sms.lafsd.org,37.887417,-122.11318,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Ann Kim,08/18/2026,m-h-stanley-middle-lafayette
07617136003792,062031002450,Springhill Elementary,Lafayette Elementary,Contra Costa,07,3301 Springhill Road,Lafayette,94549-2519,(925) 927-3580,http://spr.lafsd.org,37.908759,-122.10248,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Mette Thallaug,11/02/2023,springhill-elementary-lafayette
07617390730473,062403007071,Briones (Alternative),Martinez Unified,Contra Costa,07,925 Susana Street,Martinez,94553-3212,(925) 335-5800,http://vmhs.martinezusd.net,38.014789,-122.13202,6.0,12.0,6-12,GSserved,middle_high,False,False,False,False,N,False,Alternative School of Choice,True,public,Active,Patty O'Malley,08/22/2023,briones-alternative-martinez
07617396003826,062403009579,John Muir Elementary,Martinez Unified,Contra Costa,07,205 Vista Way,Martinez,94553-4029,(925) 335-5850,http://jme.martinezusd.net,37.998922,-122.11935,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Taynesha LeBeaux,07/10/2023,john-muir-elementary-martinez
07617396003834,062403003614,John Swett Elementary,Martinez Unified,Contra Costa,07,4955 Alhambra Valley Road,Martinez,94553-5707,(925) 335-5860,http://jse.martinezusd.net,37.982299,-122.12533,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Michael Cannon,07/10/2023,john-swett-elementary-martinez
07617396003842,062403003615,Las Juntas Elementary,Martinez Unified,Contra Costa,07,4105 Pacheco Boulevard,Martinez,94553-2225,(925) 335-5830,http://lje.martinezusd.net,38.007486,-122.09343,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Patricia Crespo,07/10/2023,las-juntas-elementary-martinez
07617390116780,062403012601,Martinez Early Intervention Preschool Program (MEIPP),Martinez Unified,Contra Costa,07,4955 Alhambra Valley Rd,Martinez,94553-5747,(925) 335-5910,http://meipp.martinezusd.net,37.982131,-122.12416,0.0,0.0,K,GSserved,elementary,False,False,False,False,N,False,Preschool,False,public,Active,Michael Canon,07/22/2025,martinez-early-intervention-preschool-program-meipp-martinez
07617396057186,062403003618,Martinez Junior High,Martinez Unified,Contra Costa,07,1600 Court Street,Martinez,94553-1846,(925) 335-5820,http://mjhs.martinezusd.net,38.017899,-122.13403,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Kerry Cusack,07/10/2023,martinez-junior-high-martinez
07617396003875,062403000178,Morello Park Elementary,Martinez Unified,Contra Costa,07,1200 Morello Park Drive,Martinez,94553-3524,(925) 335-5840,http://mpe.martinezusd.net,38.000798,-122.09928,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Brianna Shahvar,08/18/2026,morello-park-elementary-martinez
07617476003909,062574003849,Camino Pablo Elementary,Moraga Elementary,Contra Costa,07,1111 Camino Pablo,Moraga,94556-1898,(925) 376-4435,No Data,37.822952,-122.12456,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,David Lanuza,02/09/2023,camino-pablo-elementary-moraga
07617476003917,062574003850,Donald L. Rheem Elementary,Moraga Elementary,Contra Costa,07,90 Laird Drive,Moraga,94556-1407,(925) 376-4441,No Data,37.857612,-122.13303,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Ginger Cook,02/18/2026,donald-l-rheem-elementary-moraga
07617476003925,062574003851,Joaquin Moraga Intermediate,Moraga Elementary,Contra Costa,07,1010 Camino Pablo,Moraga,94556-1899,(925) 376-7206,No Data,37.826924,-122.13063,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Brent Rubey,02/18/2026,joaquin-moraga-intermediate-moraga
07617476003933,062574007075,Los Perales Elementary,Moraga Elementary,Contra Costa,07,22 Wakefield Drive,Moraga,94556-1216,(925) 631-0105,No Data,37.847616,-122.13826,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Alice Tumilty,02/18/2026,los-perales-elementary-moraga
07617546003958,062637003934,Ayers Elementary,Mt. Diablo Unified,Contra Costa,07,5120 Myrtle Drive,Concord,94521-1522,(925) 682-7686,https://ayers.mdusd.org/,37.96622,-121.95995,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Jennifer McCullough,08/18/2026,ayers-elementary-concord
07617546003966,062637003935,Bancroft Elementary,Mt. Diablo Unified,Contra Costa,07,2200 Parish Drive,Walnut Creek,94598-1524,(925) 933-3405,www.mdusd.org,37.929088,-122.03673,0.0,5.0,K-5,GSserved,elementary,False,False,True,False,N,False,Elementary School (Public),True,public,Active,Linda Flynn,08/02/2024,bancroft-elementary-walnut-creek
07617546003974,062637003936,Bel Air Elementary,Mt. Diablo Unified,Contra Costa,07,663 Canal Road,Bay Point,94565-3301,(925) 458-2606,https://belair.mdusd.org/,38.019411,-121.93884,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Tamekia McCauley,08/18/2026,bel-air-elementary-bay-point
07617546003982,062637002932,Cambridge Elementary,Mt. Diablo Unified,Contra Costa,07,1135 Lacey Lane,Concord,94520-4297,(925) 686-4749,No Data,37.954809,-122.04456,0.0,5.0,K-5,GSserved,elementary,False,False,True,False,N,False,Elementary School (Public),True,public,Active,Joanne Wathen,08/23/2023,cambridge-elementary-concord
07617540106088,062637010756,Delta View Elementary,Mt. Diablo Unified,Contra Costa,07,2916 Rio Verde,Pittsburg,94565-7641,(925) 261-0240,www.mdusd.org,38.011265,-121.96773,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,JOSEPH BRUNO,08/02/2024,delta-view-elementary-pittsburg
07617546111504,062637001967,Diablo View Middle,Mt. Diablo Unified,Contra Costa,07,300 Diablo View Lane,Clayton,94517-1600,(925) 672-0898,No Data,37.932145,-121.92303,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Vicki Wilson,09/26/2023,diablo-view-middle-clayton
07617546118087,062637008688,Eagle Peak Montessori,Mt. Diablo Unified,Contra Costa,07,800 Hutchinson Road,Walnut Creek,94598-4505,(925) 946-0994,www.eaglepeakmontessori.org,37.911384,-122.01214,1.0,8.0,1-8,GSserved,k8,True,False,False,False,N,False,Elementary School (Public),True,public,Active,Michelle Hammons,08/23/2023,eagle-peak-montessori-walnut-creek
07617546004030,062637003944,El Dorado Middle,Mt. Diablo Unified,Contra Costa,07,1750 West Street,Concord,94521-1008,(925) 682-5700,www.mdusd.org,37.976026,-121.99258,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Jeanne Johnson,08/25/2025,el-dorado-middle-concord
07617546004048,062637003945,El Monte Elementary,Mt. Diablo Unified,Contra Costa,07,1400 Dina Drive,Concord,94518-1222,(925) 685-3113,http://elmonte.mdusd.org/,37.968484,-122.01259,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Sara Nowinski,07/29/2026,el-monte-elementary-concord
07617546004055,062637003946,Fair Oaks Elementary,Mt. Diablo Unified,Contra Costa,07,2400 Lisa Lane,Pleasant Hill,94523-3993,(925) 685-4494,No Data,37.944086,-122.05058,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Amy Monaghan,08/02/2024,fair-oaks-elementary-pleasant-hill
07617546004063,062637003947,Foothill Middle,Mt. Diablo Unified,Contra Costa,07,2775 Cedro Lane,Walnut Creek,94598-3899,(925) 939-8600,http://foothill.mdusd.org/,37.920327,-122.01627,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Crystall Stull,08/23/2023,foothill-middle-walnut-creek
07617540140442,062637014515,Glenbrook Academy,Mt. Diablo Unified,Contra Costa,07,2351 Olivera Road,Concord,94520-1626,(925) 682-8000,No Data,37.995602,-122.03579,7.0,12.0,7-12,GSserved,middle_high,False,False,False,False,N,False,Special Education School (Public),False,public,Active,David Lewis,08/23/2023,glenbrook-academy-concord
07617546112395,062637002956,Gregory Gardens Elementary,Mt. Diablo Unified,Contra Costa,07,1 Corritone Court,Pleasant Hill,94523-2299,(925) 827-3770,No Data,37.959933,-122.06683,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Katie Koontz,02/09/2023,gregory-gardens-elementary-pleasant-hill
07617546004097,062637003950,Hidden Valley Elementary,Mt. Diablo Unified,Contra Costa,07,500 Glacier Drive,Martinez,94553-5499,(925) 228-9530,No Data,37.982528,-122.08815,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Jennifer Tosi,08/23/2023,hidden-valley-elementary-martinez
07617546004105,062637003951,Highlands Elementary,Mt. Diablo Unified,Contra Costa,07,1326 Pennsylvania Boulevard,Concord,94521-4103,(925) 672-5252,www.mdusd.org,37.941843,-121.95616,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Carrie Nerheim,08/25/2025,highlands-elementary-concord
07617540135822,062637003953,Holbrook Language Academy,Mt. Diablo Unified,Contra Costa,07,3333 Ronald Way,Concord,94519-2017,(925) 685-6446,http://holbrook.mdusd.org,37.993326,-122.02699,0.0,8.0,K-8,GSserved,k8,False,True,True,False,N,False,Elementary School (Public),True,public,Active,Silvia Orellana,08/05/2022,holbrook-language-academy-concord
07617540730317,062637009946,Horizons School: Independent Study,Mt. Diablo Unified,Contra Costa,07,1 Santa Barbara Road,Pleasant Hill,94523-4496,(925) 682-8000,https://horizonscis.mdusd.org/,37.935713,-122.06812,1.0,12.0,1-12,GSserved,k12,False,False,False,False,C,False,Alternative School of Choice,True,public,Active,Charles Harrington,01/27/2026,horizons-school-independent-study-pleasant-hill
07617540140103,062637014454,MDUSD Preschools,Mt. Diablo Unified,Contra Costa,07,1 Corritone Court,Pleasant Hill,94523-2239,(925) 865-1960,http://gregorygardens.mdusd.org/,37.960653,-122.06816,0.0,11.0,K-11,GSserved,k12,False,False,False,False,N,False,Preschool,False,public,Active,Jessica Phillips,08/18/2026,mdusd-preschools-pleasant-hill
07617546004154,062637003956,Meadow Homes Elementary,Mt. Diablo Unified,Contra Costa,07,1371 Detroit Avenue,Concord,94520-3521,(925) 685-8760,http://meadowhomes.mdusd.org/,37.965928,-122.03887,0.0,5.0,K-5,GSserved,elementary,False,False,True,False,N,False,Elementary School (Public),True,public,Active,Leah Dubinsky,08/23/2023,meadow-homes-elementary-concord
07617546004162,062637003957,Monte Gardens Elementary,Mt. Diablo Unified,Contra Costa,07,3841 Larkspur Drive,Concord,94519-1152,(925) 685-3834,http://montegardens.mdusd.org/,37.988217,-122.00524,0.0,5.0,K-5,GSserved,elementary,False,True,False,False,N,False,Elementary School (Public),True,public,Active,James Stewart,07/29/2026,monte-gardens-elementary-concord
07617546004170,062637003958,Mountain View Elementary,Mt. Diablo Unified,Contra Costa,07,1705 Thornwood Drive,Concord,94521-1999,(925) 689-6450,No Data,37.968663,-121.98032,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Julian Urmson,07/29/2026,mountain-view-elementary-concord
07617546004188,062637003959,Mt. Diablo Elementary,Mt. Diablo Unified,Contra Costa,07,5880 Mount Zion Drive,Clayton,94517-1114,(925) 672-4840,http://mtdiabloelementary.mdusd.org/,37.942567,-121.94018,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Sara Harris,08/23/2023,mt-diablo-elementary-clayton
07617546004196,062637003962,Oak Grove Middle,Mt. Diablo Unified,Contra Costa,07,2050 Minert Road,Concord,94518-3428,(925) 682-1843,http://oakgrove.mdusd.org/,37.939851,-122.03497,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Alejandro Ramos,02/09/2023,oak-grove-middle-concord
07617546004220,062637003965,Pine Hollow Middle,Mt. Diablo Unified,Contra Costa,07,5522 Pine Hollow Road,Concord,94521-4799,(925) 672-5444,http://pinehollow.mdusd.org/,37.941261,-121.95472,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Andrew Strawbridge,08/23/2023,pine-hollow-middle-concord
07617546004246,062637003967,Pleasant Hill Elementary,Mt. Diablo Unified,Contra Costa,07,2097 Oak Park Boulevard,Pleasant Hill,94523-4033,(925) 934-3341,www.mdusd.org,37.933651,-122.08259,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Adria Ibarra,07/29/2026,pleasant-hill-elementary-pleasant-hill
07617546114904,062637007076,Pleasant Hill Middle,Mt. Diablo Unified,Contra Costa,07,1 Santa Barbara Road,Pleasant Hill,94503-4215,(925) 256-0791,No Data,37.935713,-122.06812,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Teresa McCormick,08/05/2024,pleasant-hill-middle-pleasant-hill
07617546096226,062637009406,Rio Vista Elementary,Mt. Diablo Unified,Contra Costa,07,611 Pacifica Avenue,Bay Point,94565-1359,(925) 458-6101,http://riovista.mdusd.org/,38.033972,-121.97471,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Janis Heden Motola,07/29/2026,rio-vista-elementary-bay-point
07617546004261,062637003969,Riverview Middle,Mt. Diablo Unified,Contra Costa,07,205 Pacifica Avenue,Bay Point,94565-2995,(925) 458-3216,No Data,38.033976,-121.96551,6.0,8.0,6-8,GSserved,middle,False,False,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Veronica McLennan,08/25/2025,riverview-middle-bay-point
07617540134072,062637014044,Rocketship Futuro Academy,Mt. Diablo Unified,Contra Costa,07,2351 Olivera Road,Concord,94520-1626,(925) 246-5537,www.rocketshipschools.org/schools/futuro-academy/,37.995602,-122.03579,0.0,5.0,K-5,GSserved,elementary,True,False,False,False,N,False,Elementary School (Public),True,public,Active,Maricela Guerrero,11/04/2024,rocketship-futuro-academy-concord
07617546004253,062637007319,Sequoia Elementary,Mt. Diablo Unified,Contra Costa,07,277 Boyd Road,Pleasant Hill,94523-3796,(925) 935-5721,http://ses.mdusd.org/,37.94348,-122.0669,0.0,5.0,K-5,GSserved,elementary,False,True,False,False,N,False,Elementary School (Public),True,public,Active,Stacy Campbell,07/29/2026,sequoia-elementary-pleasant-hill
07617546105357,062637008916,Sequoia Middle,Mt. Diablo Unified,Contra Costa,07,265 Boyd Road,Pleasant Hill,94523-3297,(925) 934-8174,www.mdusd.org,37.943481,-122.06793,6.0,8.0,6-8,GSserved,middle,False,True,False,False,N,False,Intermediate/Middle School (Public),True,public,Active,Douglas Corbin,08/23/2023,sequoia-middle-pleasant-hill
07617546004295,062637003972,Shore Acres Elementary,Mt. Diablo Unified,Contra Costa,07,351 Marina Road,Bay Point,94565-1399,(925) 458-3261,www.mdusd.org,38.03619,-121.97037,0.0,5.0,K-5,GSserved,elementary,False,False,True,False,N,False,Elementary School (Public),True,public,Active,Lisamarie Gascot-Reyes,08/25/2025,shore-acres-elementary-bay-point
07617546004303,062637003973,Silverwood Elementary,Mt. Diablo Unified,Contra Costa,07,1649 Claycord Avenue,Concord,94521-2299,(925) 687-1150,No Data,37.962573,-121.9717,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Kai Dwyer,03/11/2026,silverwood-elementary-concord
07617546004311,062637003974,Strandwood Elementary,Mt. Diablo Unified,Contra Costa,07,416 Gladys Drive,Pleasant Hill,94523-2749,(925) 685-3212,No Data,37.950241,-122.07585,0.0,5.0,K-5,GSserved,elementary,False,False,False,False,N,False,Elementary School (Public),True,public,Active,Leif Utler,08/23/2023,strandwood-elementary-pleasant-hill
